file,bytes,sha256,url
41586_2017_BFnature23477_MOESM1_ESM.pdf,3637276,79f9d0bb36f9f958e69c9de5451dcc0df223158797a7ff585355132ca94f1528,https://static-content.springer.com/esm/art%3A10.1038%2Fnature23477/MediaObjects/41586_2017_BFnature23477_MOESM1_ESM.pdf
41586_2017_BFnature23477_MOESM2_ESM.pdf,119246,441724053e1d944dee4b8c32963e7fddc70a411f39e897e15bd1f3ff51a6f68f,https://static-content.springer.com/esm/art%3A10.1038%2Fnature23477/MediaObjects/41586_2017_BFnature23477_MOESM2_ESM.pdf
41586_2017_BFnature23477_MOESM3_ESM.zip,251712,b5bbbdcbb00205e8488c6de095021f188e5462b50519e81527dd8b9dcb117782,https://static-content.springer.com/esm/art%3A10.1038%2Fnature23477/MediaObjects/41586_2017_BFnature23477_MOESM3_ESM.zip
41586_2017_BFnature23477_MOESM4_ESM.xlsx,719426,4a75d9d998515c13deb93ea5e64d9a2d2d99765bf3c8bc0afb77ded09929e05f,https://static-content.springer.com/esm/art%3A10.1038%2Fnature23477/MediaObjects/41586_2017_BFnature23477_MOESM4_ESM.xlsx
41586_2017_BFnature23477_MOESM5_ESM.xlsx,10814,eb7eed60a91c17964afb61c0badab4403869c69a6cf6548f4c53c2c696987cd4,https://static-content.springer.com/esm/art%3A10.1038%2Fnature23477/MediaObjects/41586_2017_BFnature23477_MOESM5_ESM.xlsx
41586_2017_BFnature23477_MOESM11_ESM.xlsx,12521,14bd8634046ee92f0e49d1055564e8a5d339986c54d899ee02e2820251a7e258,https://static-content.springer.com/esm/art%3A10.1038%2Fnature23477/MediaObjects/41586_2017_BFnature23477_MOESM11_ESM.xlsx
41586_2017_BFnature23477_MOESM12_ESM.xlsx,94042,f132ea6cd0a31db807cff0fb35488a647ebd84e18ce880008fc942e71898bd8b,https://static-content.springer.com/esm/art%3A10.1038%2Fnature23477/MediaObjects/41586_2017_BFnature23477_MOESM12_ESM.xlsx
