слой,орган,образец,идентификатор,группа,значение
2D,лёгкое,285,ACH-002531,NK activating ligands,-0.30356597900390625
2D,лёгкое,291,ACH-000414,NK activating ligands,-6.013589859008789
2D,лёгкое,295,ACH-000869,NK activating ligands,-1.926177978515625
2D,лёгкое,296,ACH-002522,NK activating ligands,9.505964279174805
2D,лёгкое,300,ACH-000975,NK activating ligands,5.225122451782227
2D,лёгкое,301,ACH-000706,NK activating ligands,7.755748748779297
2D,лёгкое,306,ACH-000337,NK activating ligands,-1.028909683227539
2D,лёгкое,307,ACH-003121,NK activating ligands,0.54937744140625
2D,лёгкое,314,ACH-000298,NK activating ligands,-16.68681526184082
2D,лёгкое,315,ACH-000251,NK activating ligands,4.953794479370117
2D,лёгкое,316,ACH-002526,NK activating ligands,-5.585105895996094
2D,лёгкое,319,ACH-000826,NK activating ligands,-3.5434131622314453
2D,лёгкое,324,ACH-000886,NK activating ligands,8.125133514404297
2D,лёгкое,326,ACH-000888,NK activating ligands,-1.1484546661376953
2D,лёгкое,327,ACH-000669,NK activating ligands,3.802652359008789
2D,лёгкое,328,ACH-000844,NK activating ligands,-5.078712463378906
2D,лёгкое,330,ACH-000030,NK activating ligands,-2.1787052154541016
2D,лёгкое,331,ACH-000589,NK activating ligands,-1.5151519775390625
2D,лёгкое,333,ACH-000925,NK activating ligands,2.0262489318847656
2D,лёгкое,336,ACH-000628,NK activating ligands,3.157907485961914
2D,лёгкое,337,ACH-000510,NK activating ligands,4.551496505737305
2D,лёгкое,341,ACH-000264,NK activating ligands,0.25386810302734375
2D,лёгкое,349,ACH-001591,NK activating ligands,-18.20465087890625
2D,лёгкое,354,ACH-002035,NK activating ligands,-6.369548797607422
2D,лёгкое,361,ACH-000843,NK activating ligands,-6.071352005004883
2D,лёгкое,364,ACH-000840,NK activating ligands,1.2585983276367188
2D,лёгкое,371,ACH-000912,NK activating ligands,0.8516006469726562
2D,лёгкое,372,ACH-000667,NK activating ligands,10.442190170288086
2D,лёгкое,374,ACH-000015,NK activating ligands,-4.158603668212891
2D,лёгкое,375,ACH-000791,NK activating ligands,-1.4453048706054688
2D,лёгкое,379,ACH-000872,NK activating ligands,-0.6662349700927734
2D,лёгкое,385,ACH-000900,NK activating ligands,-3.1391067504882812
2D,лёгкое,386,ACH-000029,NK activating ligands,-2.807331085205078
2D,лёгкое,387,ACH-000718,NK activating ligands,5.230499267578125
2D,лёгкое,396,ACH-000781,NK activating ligands,1.7300662994384766
2D,лёгкое,397,ACH-000747,NK activating ligands,-5.3822784423828125
2D,лёгкое,0,ACH-001113,Necroptosis executioners,-18.163013458251953
2D,лёгкое,3,ACH-000327,Necroptosis executioners,13.481891632080078
2D,лёгкое,4,ACH-000769,Necroptosis executioners,-6.498497009277344
2D,лёгкое,5,ACH-000528,Necroptosis executioners,-15.832526206970215
2D,лёгкое,9,ACH-000800,Necroptosis executioners,-11.210508346557617
2D,лёгкое,17,ACH-000585,Necroptosis executioners,4.047121047973633
2D,лёгкое,19,ACH-000176,Necroptosis executioners,-2.8973255157470703
2D,лёгкое,20,ACH-000587,Necroptosis executioners,-1.5138072967529297
2D,лёгкое,21,ACH-000785,Necroptosis executioners,-4.448741912841797
2D,лёгкое,22,ACH-000627,Necroptosis executioners,1.118906021118164
2D,лёгкое,28,ACH-000392,Necroptosis executioners,11.135292053222656
2D,лёгкое,29,ACH-000035,Necroptosis executioners,-1.0718879699707031
2D,лёгкое,34,ACH-000894,Necroptosis executioners,4.746940612792969
2D,лёгкое,40,ACH-000638,Necroptosis executioners,-2.146463394165039
2D,лёгкое,41,ACH-000596,Necroptosis executioners,-0.16387176513671875
2D,лёгкое,48,ACH-000578,Necroptosis executioners,-3.793252944946289
2D,лёгкое,49,ACH-000033,Necroptosis executioners,-14.439607620239258
2D,лёгкое,52,ACH-000481,Necroptosis executioners,4.679777145385742
2D,лёгкое,55,ACH-000690,Necroptosis executioners,6.372234344482422
2D,лёгкое,57,ACH-000858,Necroptosis executioners,9.363578796386719
2D,лёгкое,59,ACH-000787,Necroptosis executioners,1.5218677520751953
2D,лёгкое,60,ACH-000749,Necroptosis executioners,-0.7817516326904297
2D,лёгкое,61,ACH-000868,Necroptosis executioners,0.8005561828613281
2D,лёгкое,65,ACH-000700,Necroptosis executioners,5.2828826904296875
2D,лёгкое,66,ACH-000672,Necroptosis executioners,1.3835182189941406
2D,лёгкое,68,ACH-000186,Necroptosis executioners,-11.14200210571289
2D,лёгкое,69,ACH-000677,Necroptosis executioners,-7.434720993041992
2D,лёгкое,70,ACH-000021,Necroptosis executioners,-11.698095321655273
2D,лёгкое,72,ACH-000980,Necroptosis executioners,-4.772459030151367
2D,лёгкое,73,ACH-000845,Necroptosis executioners,5.329893112182617
2D,лёгкое,76,ACH-000012,Necroptosis executioners,4.479637145996094
2D,лёгкое,79,ACH-000698,Necroptosis executioners,-2.137063980102539
2D,лёгкое,80,ACH-003120,Necroptosis executioners,-10.994247436523438
2D,лёгкое,83,ACH-000662,Necroptosis executioners,8.060661315917969
2D,лёгкое,84,ACH-000867,Necroptosis executioners,-5.149906158447266
2D,лёгкое,87,ACH-000261,Necroptosis executioners,-2.646137237548828
2D,лёгкое,91,ACH-000766,Necroptosis executioners,-0.9321937561035156
2D,лёгкое,92,ACH-000343,Necroptosis executioners,-4.0860748291015625
2D,лёгкое,96,ACH-000733,Necroptosis executioners,2.6233062744140625
2D,лёгкое,98,ACH-000774,Necroptosis executioners,-11.679292678833008
2D,лёгкое,104,ACH-000921,Necroptosis executioners,6.497154235839844
2D,лёгкое,113,ACH-000681,Necroptosis executioners,5.016927719116211
2D,лёгкое,114,ACH-003012,Necroptosis executioners,4.941703796386719
2D,лёгкое,116,ACH-000482,Necroptosis executioners,-6.960561752319336
2D,лёгкое,121,ACH-000779,Necroptosis executioners,2.6904678344726562
2D,лёгкое,122,ACH-000866,Necroptosis executioners,-6.920269012451172
2D,лёгкое,126,ACH-000586,Necroptosis executioners,-10.115785598754883
2D,лёгкое,127,ACH-000451,Necroptosis executioners,-3.1511917114257812
2D,лёгкое,129,ACH-000378,Necroptosis executioners,8.309154510498047
2D,лёгкое,131,ACH-000575,Necroptosis executioners,3.598482131958008
2D,лёгкое,132,ACH-000379,Necroptosis executioners,-5.027667999267578
2D,лёгкое,133,ACH-000454,Necroptosis executioners,-2.2552661895751953
2D,лёгкое,134,ACH-000712,Necroptosis executioners,-4.788578033447266
2D,лёгкое,135,ACH-000161,Necroptosis executioners,6.2808990478515625
2D,лёгкое,136,ACH-000395,Necroptosis executioners,-8.392435073852539
2D,лёгкое,139,ACH-000511,Necroptosis executioners,-6.775201797485352
2D,лёгкое,140,ACH-000916,Necroptosis executioners,0.8018989562988281
2D,лёгкое,142,ACH-000837,Necroptosis executioners,3.092092514038086
2D,лёгкое,144,ACH-000463,Necroptosis executioners,11.844505310058594
2D,лёгкое,148,ACH-000861,Necroptosis executioners,-1.5393314361572266
2D,лёгкое,150,ACH-000399,Necroptosis executioners,-13.441596984863281
2D,лёгкое,152,ACH-000066,Necroptosis executioners,4.889320373535156
2D,лёгкое,161,ACH-000563,Necroptosis executioners,13.64845085144043
2D,лёгкое,163,ACH-000562,Necroptosis executioners,6.749675750732422
2D,лёгкое,164,ACH-000314,Necroptosis executioners,3.2385025024414062
2D,лёгкое,169,ACH-002650,Necroptosis executioners,-21.11809539794922
2D,лёгкое,174,ACH-000757,Necroptosis executioners,2.8234481811523438
2D,лёгкое,175,ACH-000893,Necroptosis executioners,4.409120559692383
2D,лёгкое,181,ACH-000924,Necroptosis executioners,-8.272890090942383
2D,лёгкое,192,ACH-000892,Necroptosis executioners,-10.936492919921875
2D,лёгкое,195,ACH-000447,Necroptosis executioners,-1.5655193328857422
2D,лёгкое,198,ACH-000590,Necroptosis executioners,5.464216232299805
2D,лёгкое,200,ACH-000339,Necroptosis executioners,-2.2673568725585938
2D,лёгкое,202,ACH-000553,Necroptosis executioners,4.095476150512695
2D,лёгкое,203,ACH-000789,Necroptosis executioners,-3.6347503662109375
2D,лёгкое,205,ACH-002170,Necroptosis executioners,-7.918949127197266
2D,лёгкое,209,ACH-000416,Necroptosis executioners,-1.65350341796875
2D,лёгкое,211,ACH-000731,Necroptosis executioners,-0.6239261627197266
2D,лёгкое,212,ACH-000670,Necroptosis executioners,-14.251559257507324
2D,лёгкое,216,ACH-000442,Necroptosis executioners,-2.977914810180664
2D,лёгкое,218,ACH-000841,Necroptosis executioners,6.908172607421875
2D,лёгкое,224,ACH-000860,Necroptosis executioners,0.8435420989990234
2D,лёгкое,227,ACH-000744,Necroptosis executioners,0.818023681640625
2D,лёгкое,229,ACH-000853,Necroptosis executioners,-8.815549850463867
2D,лёгкое,231,ACH-000929,Necroptosis executioners,-1.3714275360107422
2D,лёгкое,233,ACH-000390,Necroptosis executioners,10.619487762451172
2D,лёгкое,234,ACH-002490,Necroptosis executioners,-6.194255828857422
2D,лёгкое,238,ACH-000311,Necroptosis executioners,12.203145980834961
2D,лёгкое,240,ACH-000675,Necroptosis executioners,-4.206964492797852
2D,лёгкое,242,ACH-000496,Necroptosis executioners,11.034549713134766
2D,лёгкое,244,ACH-000062,Necroptosis executioners,-2.8033008575439453
2D,лёгкое,250,ACH-000878,Necroptosis executioners,6.529392242431641
2D,лёгкое,252,ACH-000851,Necroptosis executioners,-15.938639640808105
2D,лёгкое,254,ACH-000891,Necroptosis executioners,-4.061895370483398
2D,лёгкое,255,ACH-003119,Necroptosis executioners,-9.732969284057617
2D,лёгкое,256,ACH-000603,Necroptosis executioners,4.352031707763672
2D,лёгкое,262,ACH-000813,Necroptosis executioners,-4.233829498291016
2D,лёгкое,266,ACH-000434,Necroptosis executioners,5.563617706298828
2D,лёгкое,270,ACH-000521,Necroptosis executioners,8.289005279541016
2D,лёгкое,283,ACH-000665,Necroptosis executioners,-3.1068687438964844
2D,лёгкое,284,ACH-000150,Necroptosis executioners,-4.960508346557617
2D,лёгкое,285,ACH-002531,Necroptosis executioners,-13.32473373413086
2D,лёгкое,291,ACH-000414,Necroptosis executioners,11.604070663452148
2D,лёгкое,295,ACH-000869,Necroptosis executioners,-8.788684844970703
2D,лёгкое,296,ACH-002522,Necroptosis executioners,-9.676553726196289
2D,лёгкое,300,ACH-000975,Necroptosis executioners,-7.778583526611328
2D,лёгкое,301,ACH-000706,Necroptosis executioners,-2.162586212158203
2D,лёгкое,306,ACH-000337,Necroptosis executioners,-1.8415546417236328
2D,лёгкое,307,ACH-003121,Necroptosis executioners,-11.665855407714844
2D,лёгкое,314,ACH-000298,Necroptosis executioners,-13.703520774841309
2D,лёгкое,315,ACH-000251,Necroptosis executioners,9.954599380493164
2D,лёгкое,316,ACH-002526,Necroptosis executioners,-10.587255477905273
2D,лёгкое,319,ACH-000826,Necroptosis executioners,4.973941802978516
2D,лёгкое,324,ACH-000886,Necroptosis executioners,1.1081562042236328
2D,лёгкое,326,ACH-000888,Necroptosis executioners,1.1860599517822266
2D,лёгкое,327,ACH-000669,Necroptosis executioners,-1.1618843078613281
2D,лёгкое,328,ACH-000844,Necroptosis executioners,-3.4722251892089844
2D,лёгкое,330,ACH-000030,Necroptosis executioners,-1.1135292053222656
2D,лёгкое,331,ACH-000589,Necroptosis executioners,5.414520263671875
2D,лёгкое,333,ACH-000925,Necroptosis executioners,10.74038314819336
2D,лёгкое,336,ACH-000628,Necroptosis executioners,-6.021650314331055
2D,лёгкое,337,ACH-000510,Necroptosis executioners,-0.059101104736328125
2D,лёгкое,341,ACH-000264,Necroptosis executioners,-1.8711051940917969
2D,лёгкое,349,ACH-001591,Necroptosis executioners,-13.618900299072266
2D,лёгкое,354,ACH-002035,Necroptosis executioners,-6.549541473388672
2D,лёгкое,361,ACH-000843,Necroptosis executioners,8.434074401855469
2D,лёгкое,364,ACH-000840,Necroptosis executioners,-2.6367359161376953
2D,лёгкое,371,ACH-000912,Necroptosis executioners,12.13330078125
2D,лёгкое,372,ACH-000667,Necroptosis executioners,10.291746139526367
2D,лёгкое,374,ACH-000015,Necroptosis executioners,2.6850948333740234
2D,лёгкое,375,ACH-000791,Necroptosis executioners,-3.3822269439697266
2D,лёгкое,379,ACH-000872,Necroptosis executioners,3.9920501708984375
2D,лёгкое,385,ACH-000900,Necroptosis executioners,0.1464099884033203
2D,лёгкое,386,ACH-000029,Necroptosis executioners,0.8583183288574219
2D,лёгкое,387,ACH-000718,Necroptosis executioners,3.8859386444091797
2D,лёгкое,396,ACH-000781,Necroptosis executioners,7.621427536010742
2D,лёгкое,397,ACH-000747,Necroptosis executioners,2.447345733642578
2D,лёгкое,0,ACH-001113,Necroptosis initiators,-10.37771224975586
2D,лёгкое,3,ACH-000327,Necroptosis initiators,-0.7199668884277344
2D,лёгкое,4,ACH-000769,Necroptosis initiators,-6.885341644287109
2D,лёгкое,5,ACH-000528,Necroptosis initiators,-4.544111251831055
2D,лёгкое,9,ACH-000800,Necroptosis initiators,-12.948637008666992
2D,лёгкое,17,ACH-000585,Necroptosis initiators,3.4708786010742188
2D,лёгкое,19,ACH-000176,Necroptosis initiators,-0.25789833068847656
2D,лёгкое,20,ACH-000587,Necroptosis initiators,1.4909744262695312
2D,лёгкое,21,ACH-000785,Necroptosis initiators,0.02954864501953125
2D,лёгкое,22,ACH-000627,Necroptosis initiators,6.955190658569336
2D,лёгкое,28,ACH-000392,Necroptosis initiators,15.046741485595703
2D,лёгкое,29,ACH-000035,Necroptosis initiators,-5.427951812744141
2D,лёгкое,34,ACH-000894,Necroptosis initiators,7.793361663818359
2D,лёгкое,40,ACH-000638,Necroptosis initiators,6.914894104003906
2D,лёгкое,41,ACH-000596,Necroptosis initiators,1.8590164184570312
2D,лёгкое,48,ACH-000578,Necroptosis initiators,9.711477279663086
2D,лёгкое,49,ACH-000033,Necroptosis initiators,-2.468836784362793
2D,лёгкое,52,ACH-000481,Necroptosis initiators,12.819686889648438
2D,лёгкое,55,ACH-000690,Necroptosis initiators,-1.2196426391601562
2D,лёгкое,57,ACH-000858,Necroptosis initiators,-9.810874938964844
2D,лёгкое,59,ACH-000787,Necroptosis initiators,3.12701416015625
2D,лёгкое,60,ACH-000749,Necroptosis initiators,-9.184932708740234
2D,лёгкое,61,ACH-000868,Necroptosis initiators,1.2679996490478516
2D,лёгкое,65,ACH-000700,Necroptosis initiators,-5.724800109863281
2D,лёгкое,66,ACH-000672,Necroptosis initiators,-2.245861053466797
2D,лёгкое,68,ACH-000186,Necroptosis initiators,8.16946029663086
2D,лёгкое,69,ACH-000677,Necroptosis initiators,-3.2076072692871094
2D,лёгкое,70,ACH-000021,Necroptosis initiators,-10.409950256347656
2D,лёгкое,72,ACH-000980,Necroptosis initiators,-3.3392438888549805
2D,лёгкое,73,ACH-000845,Necroptosis initiators,6.305070877075195
2D,лёгкое,76,ACH-000012,Necroptosis initiators,2.8113574981689453
2D,лёгкое,79,ACH-000698,Necroptosis initiators,6.450141906738281
2D,лёгкое,80,ACH-003120,Necroptosis initiators,-1.006072998046875
2D,лёгкое,83,ACH-000662,Necroptosis initiators,-8.765853881835938
2D,лёгкое,84,ACH-000867,Necroptosis initiators,-5.251987457275391
2D,лёгкое,87,ACH-000261,Necroptosis initiators,7.787986755371094
2D,лёгкое,91,ACH-000766,Necroptosis initiators,16.312057495117188
2D,лёгкое,92,ACH-000343,Necroptosis initiators,-9.550291061401367
2D,лёгкое,96,ACH-000733,Necroptosis initiators,5.131097793579102
2D,лёгкое,98,ACH-000774,Necroptosis initiators,14.469160079956055
2D,лёгкое,104,ACH-000921,Necroptosis initiators,-9.88475227355957
2D,лёгкое,113,ACH-000681,Necroptosis initiators,-9.295080184936523
2D,лёгкое,114,ACH-003012,Necroptosis initiators,-10.350848197937012
2D,лёгкое,116,ACH-000482,Necroptosis initiators,10.291740417480469
2D,лёгкое,121,ACH-000779,Necroptosis initiators,-4.161293029785156
2D,лёгкое,122,ACH-000866,Necroptosis initiators,-3.129701614379883
2D,лёгкое,126,ACH-000586,Necroptosis initiators,-2.3049659729003906
2D,лёгкое,127,ACH-000451,Necroptosis initiators,4.067270278930664
2D,лёгкое,129,ACH-000378,Necroptosis initiators,5.448097229003906
2D,лёгкое,131,ACH-000575,Necroptosis initiators,-0.9536838531494141
2D,лёгкое,132,ACH-000379,Necroptosis initiators,4.016223907470703
2D,лёгкое,133,ACH-000454,Necroptosis initiators,-16.596820831298828
2D,лёгкое,134,ACH-000712,Necroptosis initiators,7.17010498046875
2D,лёгкое,135,ACH-000161,Necroptosis initiators,-3.640125274658203
2D,лёгкое,136,ACH-000395,Necroptosis initiators,-2.0336341857910156
2D,лёгкое,139,ACH-000511,Necroptosis initiators,-9.544916152954102
2D,лёгкое,140,ACH-000916,Necroptosis initiators,6.423274993896484
2D,лёгкое,142,ACH-000837,Necroptosis initiators,-1.5715675354003906
2D,лёгкое,144,ACH-000463,Necroptosis initiators,-9.491188049316406
2D,лёгкое,148,ACH-000861,Necroptosis initiators,2.971200942993164
2D,лёгкое,150,ACH-000399,Necroptosis initiators,4.198904037475586
2D,лёгкое,152,ACH-000066,Necroptosis initiators,26.63335418701172
2D,лёгкое,161,ACH-000563,Necroptosis initiators,2.941650390625
2D,лёгкое,163,ACH-000562,Necroptosis initiators,18.27584457397461
2D,лёгкое,164,ACH-000314,Necroptosis initiators,-1.375457763671875
2D,лёгкое,169,ACH-002650,Necroptosis initiators,1.200836181640625
2D,лёгкое,174,ACH-000757,Necroptosis initiators,-5.257362365722656
2D,лёгкое,175,ACH-000893,Necroptosis initiators,-0.9268207550048828
2D,лёгкое,181,ACH-000924,Necroptosis initiators,-1.7434988021850586
2D,лёгкое,192,ACH-000892,Necroptosis initiators,-10.066085815429688
2D,лёгкое,195,ACH-000447,Necroptosis initiators,4.7335052490234375
2D,лёгкое,198,ACH-000590,Necroptosis initiators,0.6957874298095703
2D,лёгкое,200,ACH-000339,Necroptosis initiators,10.775306701660156
2D,лёгкое,202,ACH-000553,Necroptosis initiators,4.7711181640625
2D,лёгкое,203,ACH-000789,Necroptosis initiators,-7.465614318847656
2D,лёгкое,205,ACH-002170,Necroptosis initiators,13.926498413085938
2D,лёгкое,209,ACH-000416,Necroptosis initiators,-5.047821044921875
2D,лёгкое,211,ACH-000731,Necroptosis initiators,-2.5843544006347656
2D,лёгкое,212,ACH-000670,Necroptosis initiators,-11.217225074768066
2D,лёгкое,216,ACH-000442,Necroptosis initiators,1.7300643920898438
2D,лёгкое,218,ACH-000841,Necroptosis initiators,-6.882656097412109
2D,лёгкое,224,ACH-000860,Necroptosis initiators,7.470985412597656
2D,лёгкое,227,ACH-000744,Necroptosis initiators,-1.0853214263916016
2D,лёгкое,229,ACH-000853,Necroptosis initiators,-10.326671600341797
2D,лёгкое,231,ACH-000929,Necroptosis initiators,5.859127044677734
2D,лёгкое,233,ACH-000390,Necroptosis initiators,4.295616149902344
2D,лёгкое,234,ACH-002490,Necroptosis initiators,-1.7569313049316406
2D,лёгкое,238,ACH-000311,Necroptosis initiators,-8.400493621826172
2D,лёгкое,240,ACH-000675,Necroptosis initiators,11.265583038330078
2D,лёгкое,242,ACH-000496,Necroptosis initiators,-3.7905654907226562
2D,лёгкое,244,ACH-000062,Necroptosis initiators,-2.0604982376098633
2D,лёгкое,250,ACH-000878,Necroptosis initiators,13.142059326171875
2D,лёгкое,252,ACH-000851,Necroptosis initiators,-9.512680053710938
2D,лёгкое,254,ACH-000891,Necroptosis initiators,-8.978078842163086
2D,лёгкое,255,ACH-003119,Necroptosis initiators,0.0
2D,лёгкое,256,ACH-000603,Necroptosis initiators,7.363525390625
2D,лёгкое,262,ACH-000813,Necroptosis initiators,4.720069885253906
2D,лёгкое,266,ACH-000434,Necroptosis initiators,-4.8302154541015625
2D,лёгкое,270,ACH-000521,Necroptosis initiators,4.035030364990234
2D,лёгкое,283,ACH-000665,Necroptosis initiators,3.3902854919433594
2D,лёгкое,284,ACH-000150,Necroptosis initiators,20.642597198486328
2D,лёгкое,285,ACH-002531,Necroptosis initiators,15.103157997131348
2D,лёгкое,291,ACH-000414,Necroptosis initiators,-9.794755935668945
2D,лёгкое,295,ACH-000869,Necroptosis initiators,4.403076171875
2D,лёгкое,296,ACH-002522,Necroptosis initiators,10.482484817504883
2D,лёгкое,300,ACH-000975,Necroptosis initiators,-1.0638313293457031
2D,лёгкое,301,ACH-000706,Necroptosis initiators,-3.7234039306640625
2D,лёгкое,306,ACH-000337,Necroptosis initiators,3.626689910888672
2D,лёгкое,307,ACH-003121,Necroptosis initiators,-10.6651611328125
2D,лёгкое,314,ACH-000298,Necroptosis initiators,6.160005569458008
2D,лёгкое,315,ACH-000251,Necroptosis initiators,-2.1572113037109375
2D,лёгкое,316,ACH-002526,Necroptosis initiators,-2.0094566345214844
2D,лёгкое,319,ACH-000826,Necroptosis initiators,1.1175594329833984
2D,лёгкое,324,ACH-000886,Necroptosis initiators,-2.1894493103027344
2D,лёгкое,326,ACH-000888,Necroptosis initiators,2.0954227447509766
2D,лёгкое,327,ACH-000669,Necroptosis initiators,10.912315368652344
2D,лёгкое,328,ACH-000844,Necroptosis initiators,1.0987548828125
2D,лёгкое,330,ACH-000030,Necroptosis initiators,9.354179382324219
2D,лёгкое,331,ACH-000589,Necroptosis initiators,1.5984306335449219
2D,лёгкое,333,ACH-000925,Necroptosis initiators,-0.3331146240234375
2D,лёгкое,336,ACH-000628,Necroptosis initiators,10.364280700683594
2D,лёгкое,337,ACH-000510,Necroptosis initiators,-6.235223770141602
2D,лёгкое,341,ACH-000264,Necroptosis initiators,-5.697935104370117
2D,лёгкое,349,ACH-001591,Necroptosis initiators,-2.6542015075683594
2D,лёгкое,354,ACH-002035,Necroptosis initiators,-4.607242584228516
2D,лёгкое,361,ACH-000843,Necroptosis initiators,-7.573070526123047
2D,лёгкое,364,ACH-000840,Necroptosis initiators,9.023746490478516
2D,лёгкое,371,ACH-000912,Necroptosis initiators,-8.280948638916016
2D,лёгкое,372,ACH-000667,Necroptosis initiators,4.241888046264648
2D,лёгкое,374,ACH-000015,Necroptosis initiators,-7.774553298950195
2D,лёгкое,375,ACH-000791,Necroptosis initiators,19.573392868041992
2D,лёгкое,379,ACH-000872,Necroptosis initiators,-1.4829139709472656
2D,лёгкое,385,ACH-000900,Necroptosis initiators,3.2613372802734375
2D,лёгкое,386,ACH-000029,Necroptosis initiators,-6.2459716796875
2D,лёгкое,387,ACH-000718,Necroptosis initiators,5.029014587402344
2D,лёгкое,396,ACH-000781,Necroptosis initiators,-2.049753189086914
2D,лёгкое,397,ACH-000747,Necroptosis initiators,2.017515182495117
2D,лёгкое,0,ACH-001113,Pyroptosis executioners,-0.6098251342773438
2D,лёгкое,3,ACH-000327,Pyroptosis executioners,-15.390609741210938
2D,лёгкое,4,ACH-000769,Pyroptosis executioners,-8.27154541015625
2D,лёгкое,5,ACH-000528,Pyroptosis executioners,-20.9595947265625
2D,лёгкое,9,ACH-000800,Pyroptosis executioners,-14.197830200195312
2D,лёгкое,17,ACH-000585,Pyroptosis executioners,9.536857604980469
2D,лёгкое,19,ACH-000176,Pyroptosis executioners,1.3056106567382812
2D,лёгкое,20,ACH-000587,Pyroptosis executioners,-3.8980178833007812
2D,лёгкое,21,ACH-000785,Pyroptosis executioners,4.8114166259765625
2D,лёгкое,22,ACH-000627,Pyroptosis executioners,5.971954345703125
2D,лёгкое,28,ACH-000392,Pyroptosis executioners,12.575218200683594
2D,лёгкое,29,ACH-000035,Pyroptosis executioners,1.9503555297851562
2D,лёгкое,34,ACH-000894,Pyroptosis executioners,2.5950927734375
2D,лёгкое,40,ACH-000638,Pyroptosis executioners,2.8100128173828125
2D,лёгкое,41,ACH-000596,Pyroptosis executioners,7.3823394775390625
2D,лёгкое,48,ACH-000578,Pyroptosis executioners,6.353431701660156
2D,лёгкое,49,ACH-000033,Pyroptosis executioners,-5.885986328125
2D,лёгкое,52,ACH-000481,Pyroptosis executioners,-10.76456069946289
2D,лёгкое,55,ACH-000690,Pyroptosis executioners,3.8496665954589844
2D,лёгкое,57,ACH-000858,Pyroptosis executioners,4.2606964111328125
2D,лёгкое,59,ACH-000787,Pyroptosis executioners,17.966903686523438
2D,лёгкое,60,ACH-000749,Pyroptosis executioners,-13.819042205810547
2D,лёгкое,61,ACH-000868,Pyroptosis executioners,0.2874488830566406
2D,лёгкое,65,ACH-000700,Pyroptosis executioners,3.175373077392578
2D,лёгкое,66,ACH-000672,Pyroptosis executioners,11.538253784179688
2D,лёгкое,68,ACH-000186,Pyroptosis executioners,6.194927215576172
2D,лёгкое,69,ACH-000677,Pyroptosis executioners,-1.9020004272460938
2D,лёгкое,70,ACH-000021,Pyroptosis executioners,15.046741485595703
2D,лёгкое,72,ACH-000980,Pyroptosis executioners,-9.536861419677734
2D,лёгкое,73,ACH-000845,Pyroptosis executioners,12.526863098144531
2D,лёгкое,76,ACH-000012,Pyroptosis executioners,3.48699951171875
2D,лёгкое,79,ACH-000698,Pyroptosis executioners,8.09423828125
2D,лёгкое,80,ACH-003120,Pyroptosis executioners,-2.302276611328125
2D,лёгкое,83,ACH-000662,Pyroptosis executioners,4.58038330078125
2D,лёгкое,84,ACH-000867,Pyroptosis executioners,-2.2042198181152344
2D,лёгкое,87,ACH-000261,Pyroptosis executioners,-2.5225601196289062
2D,лёгкое,91,ACH-000766,Pyroptosis executioners,12.250160217285156
2D,лёгкое,92,ACH-000343,Pyroptosis executioners,6.43939208984375
2D,лёгкое,96,ACH-000733,Pyroptosis executioners,-1.6414146423339844
2D,лёгкое,98,ACH-000774,Pyroptosis executioners,8.760482788085938
2D,лёгкое,104,ACH-000921,Pyroptosis executioners,2.5548057556152344
2D,лёгкое,113,ACH-000681,Pyroptosis executioners,-2.353321075439453
2D,лёгкое,114,ACH-003012,Pyroptosis executioners,12.457015991210938
2D,лёгкое,116,ACH-000482,Pyroptosis executioners,6.380290985107422
2D,лёгкое,121,ACH-000779,Pyroptosis executioners,4.459484100341797
2D,лёгкое,122,ACH-000866,Pyroptosis executioners,-9.82430648803711
2D,лёгкое,126,ACH-000586,Pyroptosis executioners,-6.364166259765625
2D,лёгкое,127,ACH-000451,Pyroptosis executioners,-0.11014175415039062
2D,лёгкое,129,ACH-000378,Pyroptosis executioners,8.65032958984375
2D,лёгкое,131,ACH-000575,Pyroptosis executioners,-0.7602653503417969
2D,лёгкое,132,ACH-000379,Pyroptosis executioners,8.833011627197266
2D,лёгкое,133,ACH-000454,Pyroptosis executioners,2.38555908203125
2D,лёгкое,134,ACH-000712,Pyroptosis executioners,-3.6911697387695312
2D,лёгкое,135,ACH-000161,Pyroptosis executioners,-1.5044021606445312
2D,лёгкое,136,ACH-000395,Pyroptosis executioners,-0.0429840087890625
2D,лёгкое,139,ACH-000511,Pyroptosis executioners,0.16924667358398438
2D,лёгкое,140,ACH-000916,Pyroptosis executioners,-2.4204788208007812
2D,лёгкое,142,ACH-000837,Pyroptosis executioners,-16.825164794921875
2D,лёгкое,144,ACH-000463,Pyroptosis executioners,-8.760478973388672
2D,лёгкое,148,ACH-000861,Pyroptosis executioners,10.667850494384766
2D,лёгкое,150,ACH-000399,Pyroptosis executioners,2.721363067626953
2D,лёгкое,152,ACH-000066,Pyroptosis executioners,3.038360595703125
2D,лёгкое,161,ACH-000563,Pyroptosis executioners,10.275627136230469
2D,лёгкое,163,ACH-000562,Pyroptosis executioners,12.459701538085938
2D,лёгкое,164,ACH-000314,Pyroptosis executioners,1.1605453491210938
2D,лёгкое,169,ACH-002650,Pyroptosis executioners,-3.1082077026367188
2D,лёгкое,174,ACH-000757,Pyroptosis executioners,4.510532379150391
2D,лёгкое,175,ACH-000893,Pyroptosis executioners,9.00494384765625
2D,лёгкое,181,ACH-000924,Pyroptosis executioners,-16.406085968017578
