layer,gene,score_pp
2D adherent models,KRTAP5-5,0
2D adherent models,LAP3,0.114845275879
2D adherent models,LARGE2,-0.120887756348
2D adherent models,LRFN3,0.124247550964
2D adherent models,LRRC28,-0.0732049942017
2D adherent models,LUZP1,0.296180725098
2D adherent models,LY86,0
2D adherent models,LYVE1,0
2D adherent models,MAPKBP1,-0.408340454102
2D adherent models,MBNL1,0.0557403564453
2D adherent models,MBTPS2,-0.00134372711182
2D adherent models,MCF2L,0.0779075622559
2D adherent models,MICALL2,0.415056228638
2D adherent models,MIS18BP1,-0.075891494751
2D adherent models,MKRN2OS,0.154470443726
2D adherent models,MMP14,0.222972869873
2D adherent models,MPST,-0.00403022766113
2D adherent models,MRPL50,0.124919891357
2D adherent models,MRPS26,-0.100740432739
2D adherent models,NAGA,0.00940227508545
2D adherent models,NCF4,0.294164180756
2D adherent models,NEK4,0.0899953842163
2D adherent models,NHSL1,0.213569641113
2D adherent models,NKIRAS1,-0.0308933258057
2D adherent models,NLGN2,0.250511169434
2D adherent models,NOLC1,-0.111484527588
2D adherent models,NR2C2AP,0.0221614837646
2D adherent models,NT5DC4,-0.0376105308533
2D adherent models,OARD1,-0.205514907837
2D adherent models,OR51G2,0
2D adherent models,OR52J3,0
2D adherent models,OR5D14,0
2D adherent models,OR5J2,0
2D adherent models,OTOS,0
2D adherent models,OVOL3,0.0899963378906
2D adherent models,PCDH8,0
2D adherent models,PELI2,-0.06715965271
2D adherent models,PHF2,-0.250509262085
2D adherent models,PIGZ,0.351250648499
2D adherent models,PODXL,0.336475372314
2D adherent models,PPP1R3B,-0.143724441528
2D adherent models,PRAC2,0
2D adherent models,PRKAB1,0.357967376709
2D adherent models,PROM1,-0.0611162185669
2D adherent models,PRSS12,0.0503702163696
2D adherent models,PTPRB,-0.03626537323
2D adherent models,PUM3,0.002685546875
2D adherent models,RAB5A,-0.0114116668701
2D adherent models,RANBP2,0.0137672424316
2D adherent models,RARA,0.0181322097778
2D adherent models,RASSF6,-0.0658178329468
2D adherent models,REX1BD,-0.0355968475342
2D adherent models,RNASEH2B,0.0812683105469
2D adherent models,RPGRIP1L,-0.081934928894
2D adherent models,RPL7,0.930850982666
2D adherent models,S100G,0
2D adherent models,SAGE1,0
2D adherent models,SCAMP1,0.0678310394287
2D adherent models,SCAPER,0.192081451416
2D adherent models,SCTR,0
2D adherent models,SDHA,0.0496978759766
2D adherent models,SLC16A14,-0.107456207275
2D adherent models,SLC1A2,0.183349609375
2D adherent models,SLC1A5,-0.0107440948486
2D adherent models,SLC35C1,0.0137691497803
2D adherent models,SLC35D1,-0.197454452515
2D adherent models,SLC7A9,0.0517144203186
2D adherent models,SMIM40,0
2D adherent models,SOBP,-0.0198140144348
2D adherent models,SPATA9,0.0154466629028
2D adherent models,SPRY3,0.208197593689
2D adherent models,SRCAP,0.233719825745
2D adherent models,SULT1E1,0.441247463226
2D adherent models,SYNDIG1,0
2D adherent models,TAFA3,0.0355949401855
2D adherent models,TAS2R8,0
2D adherent models,TBCEL,-0.124919891357
2D adherent models,TCF24,-0.128949165344
2D adherent models,TCL1A,0.0953693389893
2D adherent models,TCP11X2,0
2D adherent models,TGFBR2,0.00470161437988
2D adherent models,TGM7,0
2D adherent models,TIGD5,0.0167894363403
2D adherent models,TMEM192,0.0161190032959
2D adherent models,TMEM241,0.235734939575
2D adherent models,TMEM266,-0.0873079299927
2D adherent models,TNFAIP2,-0.144395828247
2D adherent models,TNRC6A,-0.0235061645508
2D adherent models,TP53TG3B,0
2D adherent models,TRA2B,-0.0638027191162
2D adherent models,TRIM49B,0
2D adherent models,TULP1,0.0107455253601
2D adherent models,UBA5,-0.00839424133301
2D adherent models,UBE2D2,-0.0261917114258
2D adherent models,UBE2M,0.0402946472168
2D adherent models,UNC80,0
2D adherent models,UQCC1,0.0732040405273
2D adherent models,USP35,0.0429830551147
2D adherent models,USP9Y,0
2D adherent models,VCX2,0
2D adherent models,VIPR2,0
2D adherent models,VLDLR,0.110815048218
2D adherent models,WAPL,-0.0449981689453
2D adherent models,ZBTB47,0.0711917877197
2D adherent models,ZFP64,-0.115514755249
2D adherent models,ZNF132,0.158500671387
2D adherent models,ZNF222,-0.0174627304077
2D adherent models,ZNF26,-0.0772342681885
2D adherent models,ZNF319,-0.0496997833252
2D adherent models,ZNF335,-0.0913391113281
2D adherent models,ZNF396,-0.148426055908
2D adherent models,ZNF491,0.0114169120789
2D adherent models,ZNF582,0.0859661102295
2D adherent models,ZNF688,0.0725345611572
2D adherent models,ZNF718,-0.0530576705933
2D adherent models,ZRANB2,-0.0758895874023
