ген,орган,здоровая,пациент,органоид,2D,группа
GSDME,желудок,-22.703096389770508,-5.328550338745117,-10.227272033691406,0.08059501647949219,Pyroptosis executioners
AIM2,желудок,0.0,2.7039003372192383,-12.45970344543457,0.1920795440673828,Pyroptosis initiators
CASP1,желудок,11.95196533203125,14.950033187866211,10.310548782348633,-0.35997962951660156,Pyroptosis initiators
CASP4,желудок,4.397705078125,9.240009307861328,7.0250396728515625,-0.18133163452148438,Pyroptosis initiators
CASP5,желудок,0.0,12.845208168029785,23.05770492553711,0.0,Pyroptosis initiators
NLRC4,желудок,0.0,-15.786186218261719,0.830108642578125,0.43520450592041016,Pyroptosis initiators
NLRP3,желудок,3.5756492614746094,22.034170150756836,0.0,0.0,Pyroptosis initiators
PYCARD,желудок,0.0,24.678970336914062,26.4547061920166,0.018804550170898438,Pyroptosis initiators
CD274,желудок,-10.654415130615234,-17.972274780273438,-5.1982574462890625,-0.7723503112792969,Inhibitory signals
CD47,желудок,6.8504180908203125,9.162101745605469,4.980655670166016,-0.024173736572265625,Inhibitory signals
CEACAM1,желудок,-2.6219635009765625,19.251018524169922,37.58462142944336,0.271331787109375,Inhibitory signals
HLA-E,желудок,13.40667724609375,12.795513153076172,5.1808013916015625,0.3075981140136719,Inhibitory signals
LGALS9,желудок,50.91473388671875,42.711692810058594,47.40019989013672,-0.5762424468994141,Inhibitory signals
PDCD1LG2,желудок,3.922201156616211,0.0,0.0,0.23775005340576172,Inhibitory signals
B2M,желудок,5.638832092285156,1.6843986511230469,1.1753158569335938,0.9805526733398438,MHC-I presentation
CALR,желудок,1.743499755859375,0.9966697692871094,-0.0523834228515625,0.2686424255371094,MHC-I presentation
ERAP1,желудок,3.1525421142578125,2.3358612060546875,-2.471527099609375,0.0402984619140625,MHC-I presentation
HLA-A,желудок,25.679672241210938,25.471473693847656,21.03750228881836,0.036266326904296875,MHC-I presentation
HLA-B,желудок,22.26251983642578,18.56060791015625,10.130561828613281,-0.3868522644042969,MHC-I presentation
HLA-C,желудок,26.45201873779297,26.08934783935547,14.172306060791016,-0.15715408325195312,MHC-I presentation
NLRC5,желудок,-0.9536857604980469,10.156084060668945,-3.218353271484375,-1.3109798431396484,MHC-I presentation
PSMB8,желудок,6.1089630126953125,15.452392578125,8.064693450927734,-0.47684478759765625,MHC-I presentation
PSMB9,желудок,4.669029235839844,21.335693359375,7.17010498046875,-0.15850067138671875,MHC-I presentation
TAP1,желудок,-11.644363403320312,17.944068908691406,9.013004302978516,-0.636688232421875,MHC-I presentation
TAP2,желудок,-23.680965423583984,4.561576843261719,-7.415916442871094,-0.17729949951171875,MHC-I presentation
TAPBP,желудок,16.5377197265625,20.920639038085938,6.886688232421875,0.7951812744140625,MHC-I presentation
MICA,желудок,-19.08177947998047,1.2062110900878906,-2.4721946716308594,-0.3881950378417969,NK activating ligands
MICB,желудок,-38.899635314941406,-14.185741424560547,-11.637653350830078,-0.15581321716308594,NK activating ligands
NECTIN2,желудок,18.20063018798828,13.210563659667969,7.7664947509765625,0.287445068359375,NK activating ligands
PVR,желудок,0.0,-5.787933349609375,-6.995487213134766,0.13969039916992188,NK activating ligands
RAET1E,желудок,-4.575004577636719,-1.0409955978393555,0.7951869964599609,-0.14641094207763672,NK activating ligands
ULBP1,желудок,-28.71534538269043,2.4312267303466797,-2.5091323852539062,0.2431201934814453,NK activating ligands
ULBP2,желудок,-39.58870315551758,8.368257522583008,-3.8134002685546875,-0.18670654296875,NK activating ligands
ULBP3,желудок,-25.14775276184082,-39.693477630615234,-1.011444091796875,0.3237171173095703,NK activating ligands
BID,кишка,0.3505859375,4.839618682861328,0.5990753173828125,-0.459381103515625,ENTRY adaptors
CASP10,кишка,23.640655517578125,10.088920593261719,2.8368797302246094,0.04298210144042969,ENTRY adaptors
CASP8,кишка,3.8120498657226562,-3.3311805725097656,-3.0974655151367188,-0.26326751708984375,ENTRY adaptors
FADD,кишка,-18.62508773803711,-7.687244415283203,-2.8664321899414062,0.02014923095703125,ENTRY adaptors
TRADD,кишка,1.65350341796875,16.525630950927734,3.1511917114257812,0.3203601837158203,ENTRY adaptors
FAS,кишка,-3.1941757202148438,-8.799430847167969,5.770469665527344,1.0033836364746094,ENTRY receptors
TNFRSF10A,кишка,0.21222686767578125,-0.49430084228515625,-4.505157470703125,0.20551681518554688,ENTRY receptors
TNFRSF10B,кишка,19.69428253173828,-5.492427825927734,-3.8308639526367188,-0.1262664794921875,ENTRY receptors
TNFRSF1A,кишка,8.180206298828125,6.1022491455078125,2.4930191040039062,-0.3183403015136719,ENTRY receptors
BCL2,кишка,51.14038848876953,7.215776443481445,-4.593809127807617,0.20282745361328125,BRAKES
BCL2L1,кишка,3.5487823486328125,-2.0094528198242188,2.280792236328125,0.001346588134765625,BRAKES
BIRC2,кишка,10.886795043945312,10.306522369384766,-0.9698028564453125,0.3049125671386719,BRAKES
BIRC3,кишка,32.52068328857422,23.506336212158203,4.924243927001953,-0.44997406005859375,BRAKES
