local_input_name	public_dataset_title	dataset_id	asset_url	bytes	recorded_sha256	collection_version_id	verification
healthy_ts__TabulaSapiens_Pancreas.h5ad	Tabula Sapiens - Pancreas	ff45e623-7f5f-46e3-b47d-56be0341f66b	https://datasets.cellxgene.cziscience.com/ba587dee-e050-4a31-bcb8-05e5418f9086.h5ad	740284996	ddd978f93569f378420e8be0e7007062a11514d35ecc76f8294b81090b79c40c	61d34250-a255-4c7c-b2f0-0e012fbe2e78	Public asset size matches; full asset hash not recomputed
healthy__Tabula_Sapiens_-_Prostate.h5ad	Tabula Sapiens - Prostate	d77ec7d6-ef2e-49d6-9e79-05b7f8881484	https://datasets.cellxgene.cziscience.com/4a289bf1-97c2-4616-8e1c-585088d28c3e.h5ad	899351790	d18c39af4eeb993f969e5f703e1d7bfee2163da71a71f0afbeb20b0974ec8366	61d34250-a255-4c7c-b2f0-0e012fbe2e78	Public asset size matches; full asset hash not recomputed
healthy_ts__TabulaSapiens_Ovary.h5ad	Tabula Sapiens - Ovary	bb78adbb-1428-4468-bad0-63602bb974e9	https://datasets.cellxgene.cziscience.com/6ad78e84-6715-458d-95b4-69e8509cd785.h5ad	1815903205	f0c3d3c8eec6c58976fd76e65462cc67931d0d94b44002680922c5042007e7a3	61d34250-a255-4c7c-b2f0-0e012fbe2e78	Public asset size matches; full asset hash not recomputed
healthy_ts__TabulaSapiens_Stomach.h5ad	Tabula Sapiens - Stomach	9ba03780-4b13-44bc-a7d3-ce532ea0a856	https://datasets.cellxgene.cziscience.com/3e8bd2b2-fe53-4b95-abb2-ce971b4f1c14.h5ad	1074979948	0a2475546aff93b2519368ada16a8d8e832284fbdbc3821d765cd24d3f57994f	61d34250-a255-4c7c-b2f0-0e012fbe2e78	Public asset size matches; full asset hash not recomputed
healthy__Tabula_Sapiens_-_Large_Intestine.h5ad	Tabula Sapiens - Large_Intestine	7357cee7-9f7f-4ab0-8cec-90de8f047e38	https://datasets.cellxgene.cziscience.com/81781bd2-7a71-43a8-ab31-2a9009c1aea6.h5ad	1021953432	b414f91beaf3698cc07e6f086b8157b6ecc209da27a52e582e986f639ed9ca95	61d34250-a255-4c7c-b2f0-0e012fbe2e78	Public asset size matches; full asset hash not recomputed
healthy__Tabula_Sapiens_-_Mammary.h5ad	Tabula Sapiens - Mammary	2ba40233-8576-4dec-a5f1-2adfa115e2dc	https://datasets.cellxgene.cziscience.com/33b25f68-a9d6-4643-9283-653e937ae608.h5ad	1334205970	f54c35d770bf758a7747208abc7c328be4c42ae11fbe24615dfb19bc6b4104de	61d34250-a255-4c7c-b2f0-0e012fbe2e78	Public asset size matches; full asset hash not recomputed
healthy__Tabula_Sapiens_-_Lung.h5ad	Tabula Sapiens - Lung	0d2ee4ac-05ee-40b2-afb6-ebb584caa867	https://datasets.cellxgene.cziscience.com/fddf43a3-b7c8-49e9-ac0a-5e24b390849f.h5ad	3196847981	fc804117a0beadbe1c8aae5e778b8d984f655c9e22280038b32813ee0d916a8f	61d34250-a255-4c7c-b2f0-0e012fbe2e78	Public asset size matches; full asset hash not recomputed
healthy__Tabula_Sapiens_-_Skin.h5ad	Tabula Sapiens - Skin	0041b9c3-6a49-4bf7-8514-9bc7190067a7	https://datasets.cellxgene.cziscience.com/c240d5bc-a521-4330-a76b-7d566e939d87.h5ad	508729263	9965e67597c926ee491dc30286f25b4e3b1f38db05607a0a385b40f8e8b7f157	61d34250-a255-4c7c-b2f0-0e012fbe2e78	Public asset size matches; full asset hash not recomputed
