gene	organ	self_included_baseline	self_included_corrected	controls_baseline	controls_corrected	removed_gene	added_gene	retained_order_preserved	reference_rank_target	max_control_gap_baseline	max_control_gap_corrected
GUCD1	ovary	1	0	400	400	GUCD1	TNPO2	True	80.69525146484375	1.0691986083984375	1.0691986083984375
LARGE2	ovary	1	0	400	400	LARGE2	KLF7	True	47.625186920166016	1.0369682312011719	1.0369682312011719
CIRBP	ovary	1	0	400	400	CIRBP	KDELR2	True	97.02880096435547	1.3217239379882812	1.3217315673828125
SULT1E1	ovary	1	0	400	400	SULT1E1	C3AR1	True	20.266494750976562	1.0611438751220703	1.0638294219970703
VLDLR	ovary	1	0	400	400	VLDLR	DIAPH3	True	64.18439483642578	1.0530815124511719	1.0584564208984375
CFAP69	ovary	1	0	400	400	CFAP69	LIPH	True	39.83988952636719	1.1068153381347656	1.1068153381347656
ZNF132	ovary	1	0	400	400	ZNF132	ADORA2A	True	37.79281997680664	1.0960655212402344	1.0960693359375
TAS2R8	ovary	1	0	400	400	TAS2R8	BPI	True	8.580485343933105	0.3143129348754883	0.3143129348754883
BICC1	ovary	1	0	400	400	BICC1	EIF4ENIF1	True	61.26692581176758	1.0315895080566406	1.0315933227539062
CCNG1	ovary	1	0	400	400	CCNG1	PAX8	True	94.87964630126953	1.2250137329101562	1.2303848266601562
ZNF335	ovary	1	0	400	400	ZNF335	DBP	True	54.64216613769531	1.0262184143066406	1.0315933227539062
CCNQ	ovary	1	0	400	400	CCNQ	SSBP3	True	72.10401916503906	0.9993515014648438	0.999359130859375
ZNF718	ovary	1	0	400	400	ZNF718	IQANK1	True	44.680850982666016	1.1551704406738281	1.1605415344238281
SPATA9	ovary	1	0	400	400	SPATA9	KCNJ12	True	30.06662368774414	1.0530834197998047	1.0584564208984375
NHSL1	ovary	1	0	400	400	NHSL1	SLC43A1	True	42.660648345947266	1.0530853271484375	1.0530853271484375
RPGRIP1L	ovary	1	0	400	400	RPGRIP1L	LHFPL5	True	55.67375946044922	1.0369644165039062	1.0369644165039062
CXorf66	ovary	1	0	400	400	CXorf66	OCM2	True	7.2856221199035645	0.0456695556640625	0.0456695556640625
CD40	ovary	1	0	400	400	CD40	SH3BP5L	True	66.78486633300781	1.004730224609375	1.004730224609375
ZNF396	ovary	1	0	400	400	ZNF396	C17orf113	True	35.487857818603516	1.1497955322265625	1.1497955322265625
USP35	ovary	1	0	400	400	USP35	EME2	True	48.13561248779297	1.0799484252929688	1.0799484252929688
CSRP2	ovary	1	0	400	400	CSRP2	PHF20L1	True	75.38684844970703	1.0692062377929688	1.0692062377929688
ZBTB47	ovary	1	0	400	400	ZBTB47	ZFAT	True	45.01934051513672	1.1659164428710938	1.1659164428710938
VCX2	ovary	1	0	400	400	VCX2	SCYGR4	True	8.266172409057617	0.3223729133605957	0.3223729133605957
B3GNT7	ovary	1	0	400	400	B3GNT7	KDM4D	True	37.964752197265625	1.0906906127929688	1.0906944274902344
IQSEC3	ovary	1	0	400	400	IQSEC3	FRMPD2	True	21.87298583984375	0.9671173095703125	0.9671192169189453
ASS1	ovary	1	0	400	400	ASS1	GRSF1	True	91.70964813232422	1.1283035278320312	1.1390457153320312
FAM161B	ovary	1	0	400	400	FAM161B	ATAD5	True	46.87835693359375	1.0799484252929688	1.0853195190429688
TCF24	ovary	1	0	400	400	TCF24	MAP6	True	30.276165008544922	1.0315914154052734	1.0315914154052734
CYP3A5	ovary	1	0	400	400	CYP3A5	SFRP1	True	39.88824462890625	1.0960655212402344	1.0960693359375
SCTR	ovary	1	0	400	400	SCTR	KRT34	True	15.447023391723633	1.515151023864746	1.5151519775390625
ZNF582	ovary	1	0	400	400	ZNF582	TMEM191C	True	37.64237976074219	1.0799484252929688	1.0799484252929688
PRAC2	ovary	1	0	400	400	PRAC2	KCTD8	True	10.348162651062012	0.8596601486206055	0.8596601486206055
CNGA2	ovary	1	0	400	400	CNGA2	USP29	True	7.339351177215576	0.01880502700805664	0.01880502700805664
BTC	ovary	1	0	400	400	BTC	PIGZ	True	44.66473388671875	1.1605415344238281	1.1659126281738281
GRIN2D	ovary	1	0	400	400	GRIN2D	DLX4	True	38.673973083496094	1.0960655212402344	1.0960655212402344
CNTRL	ovary	1	0	400	400	CNTRL	CALML4	True	50.644744873046875	1.0477104187011719	1.0530853271484375
TNRC6A	ovary	1	0	400	400	TNRC6A	BLZF1	True	70.61573028564453	1.015472412109375	1.015472412109375
ATRNL1	ovary	1	0	400	400	ATRNL1	ZNF554	True	38.969482421875	1.0960655212402344	1.0987548828125
REX1BD	ovary	1	0	400	400	REX1BD	OTUD5	True	77.89060974121094	1.0692062377929688	1.0745773315429688
SPRY3	ovary	1	0	400	400	SPRY3	SLC27A2	True	35.78873825073242	1.1497955322265625	1.1497955322265625
C12orf56	ovary	1	0	400	400	C12orf56	TSSK3	True	43.07435989379883	1.0584564208984375	1.0584564208984375
EEF1B2	ovary	1	0	400	400	EEF1B2	C11orf58	True	99.22093200683594	1.8912506103515625	1.8966217041015625
ZRANB2	ovary	1	0	400	400	ZRANB2	IMP4	True	91.29056549072266	1.1014404296875	1.1068115234375
UBE2D2	ovary	1	0	400	400	UBE2D2	NCKAP1	True	93.13346099853516	1.2465057373046875	1.2465057373046875
MICALL2	ovary	1	0	400	400	MICALL2	CCNJ	True	55.243927001953125	1.0315933227539062	1.0369644165039062
TNFAIP2	ovary	1	0	400	400	TNFAIP2	SRM	True	92.62303924560547	1.2465057373046875	1.2465057373046875
LYVE1	ovary	1	0	400	400	LYVE1	LYZL2	True	7.374274730682373	0.034923553466796875	0.034923553466796875
CTRB1	ovary	1	0	400	400	CTRB1	SMTNL1	True	18.536428451538086	1.198150634765625	1.198150634765625
TBCEL	ovary	1	0	400	400	TBCEL	D2HGDH	True	57.10831832885742	1.0799484252929688	1.0853195190429688
MRPS26	ovary	1	0	400	400	MRPS26	ATP1B1	True	87.76596069335938	1.2196502685546875	1.2250137329101562
